Country,Year,Population
Germany,2004,1333258791
UK,2020,1524629724
UK,2004,93813783
Japan,2003,360577642
Brazil,2015,812211341
UK,2023,952470632
Brazil,2007,1254517037
France,2018,189623969
Germany,2001,641023662
China,2013,784191104
Brazil,2018,652151729
UK,2023,330837426
Germany,2022,80164887
USA,1992,160311058
Canada,1999,619639156
France,2021,880874665
Canada,1992,221276425
Australia,2010,1395903335
Australia,1991,190299797
Germany,1997,932051911
China,2013,320414192
USA,2008,549884866
Canada,2001,1141984356
Germany,2009,1388565297
Japan,2000,649113964
Germany,1999,933342113
Japan,1992,675663440
Canada,2018,626091750
China,2010,322358065
India,2018,1148602542
Germany,2010,1302515951
USA,2014,545749351
France,2017,13006944
India,1996,1034859229
France,1992,580176117
Canada,2022,740665082
UK,2023,389450371
France,2002,1311049171
India,2010,442736924
Japan,2019,1141891641
Brazil,2015,555322869
Australia,2007,72940204
Brazil,2006,549052742
Germany,2018,1268140061
Canada,2019,426607795
China,2021,1020099393
China,2002,1163541365
USA,1990,552579808
Japan,1997,403558088
Australia,1993,1255687358
China,2023,692187121
Australia,2004,1143775963
USA,2003,357900836
Canada,2002,1353139886
China,1998,63340017
India,2024,160051088
Japan,2019,376270777
Japan,2006,1482483146
Canada,2019,1494160267
Germany,1998,1448085837
USA,2016,383812221
Australia,1993,988526088
India,2024,1055738890
Japan,2011,458438264
Germany,1996,1457419798
USA,2020,1052404059
UK,2022,462425524
Australia,2013,727924076
France,1991,1321837890
India,2015,821650039
Germany,1995,194759039
Germany,2008,358756125
India,2007,766619223
Japan,2016,1199877387
Japan,2023,1061085435
France,2011,1214448249
Germany,2017,883542264
Japan,2004,703021612
Japan,1999,1191549065
Germany,1991,973854077
France,2023,909003709
Germany,2009,360439496
Australia,2015,1369247126
Australia,1996,796655737
Japan,1996,968297992
India,2013,838114213
China,2018,549287138
China,1993,88343865
India,2011,355117862
UK,2002,551129388
UK,2020,1018400941
Australia,2005,155637707
China,2004,1194470873
UK,2018,693076148
USA,2024,168521345
India,2002,752265123
Brazil,1992,868169932
UK,2005,21945752
Japan,1994,1485199941
Germany,2010,1253917268
Japan,2016,984228691
Canada,2004,663529656
Japan,2023,725750848
China,2014,1133717569
India,2024,836690784
India,2007,83655844
Brazil,2010,603055902
Australia,2013,493619075
China,2005,1316055502
India,2009,479806469
Japan,2023,522747544
USA,1991,722561206
India,2011,124152908
UK,2022,558392727
USA,2002,766094659
UK,1999,177187252
Brazil,2020,963190132
USA,2021,823573382
Brazil,2014,893627325
Japan,1997,992953256
UK,2012,733259635
Canada,2016,687836658
Japan,2007,73080176
Japan,1991,1090495475
Germany,2007,910316208
France,1992,249120574
Brazil,1992,1294466119
Germany,1993,546123994
Canada,2015,1444750999
Canada,2015,119835365
Japan,2018,748143453
UK,1990,1433394448
USA,2000,410755764
Canada,1991,501817848
India,1992,99375646
China,2007,73971845
Australia,1990,1273314036
China,2007,1103450575
USA,2010,847876692
Australia,2007,878068040
UK,2005,14635025
Australia,2008,671443557
Australia,2014,1465487039
India,2016,321050040
India,2003,10510075
India,1996,99824491
Germany,1995,401485328
Australia,2019,1125922240
Canada,1995,1368576597
Brazil,1998,228892863
China,1999,544112460
India,1998,1055179865
UK,2001,1170005836
USA,2008,1151339908
Australia,2018,288777739
Canada,1994,669210337
Germany,1991,900638937
China,2020,1339959100
Brazil,2010,455702714
Germany,1997,758878344
Canada,2003,313913740
Germany,1996,18899590
Canada,2004,22275514
Australia,1990,758502377
India,2009,1473422579
Canada,2014,656778790
France,2001,736454000
USA,2015,411897015
Canada,2022,1008866976
UK,2012,1115815351
Australia,2020,729286035
Australia,2004,1270128707
Canada,2021,395066270
USA,2017,753345507
Brazil,2003,1399558705
Germany,2017,217353953
India,1993,719154415
China,1997,953957413
Canada,2003,89212080
UK,2022,1514750215
Brazil,1994,229950155
Germany,2014,424769539
UK,2019,615213684
France,2008,758907941
UK,2008,289188388
Germany,1999,1465851816
Japan,1999,674844664
India,2021,531137209
China,2009,1516611535
USA,1991,186167708
Japan,2007,276941442
France,2022,278262324
Japan,2006,903225819
Brazil,2003,628393976
Canada,1993,161830159
Japan,1993,1300538115
Brazil,2001,943370609
Canada,2021,878490703
UK,2019,738998075
Canada,1990,974189307
Brazil,2022,82808791
Brazil,1995,99125328
Brazil,2022,1194470212
India,2013,288980285
Australia,2009,63336555
Brazil,2020,118074949
Japan,2019,110194436
India,1998,986833868
India,2001,1201365073
Germany,1998,856129271
Australia,1998,337383330
India,2017,364127091
USA,1996,521627708
Brazil,2021,200096812
France,2014,357658332
Brazil,1995,749881846
Japan,2008,796098685
China,2012,231271017
UK,2018,942902581
Brazil,1997,1164797445
India,2008,1042681528
China,2018,543120650
Canada,2022,837587341
Germany,2021,1255047404
Canada,2022,464138122
India,1992,663492550
Japan,2006,1327089284
UK,2019,326783813
China,2015,866660676
UK,2024,932964285
UK,2018,766187407
USA,2002,165511726
USA,2007,1221787439
Canada,2022,184225216
USA,1990,1364303322
Japan,2012,290532798
China,1998,1048938122
Canada,2016,565480206
UK,2008,365692534
Brazil,1996,570498443
UK,2014,20815544
Japan,1999,719797593
France,2017,855432654
Japan,1996,765951793
Japan,2023,177560781
Japan,1992,363040443
India,1991,241657707
Brazil,1997,435459950
China,2007,814475919
India,2002,1091717164
China,2024,1020419930
France,2022,258339589
Germany,2015,1149291774
India,2015,285977450
France,1990,648027347
UK,2010,1096002068
Australia,1991,626500737
Canada,2008,1213464065
India,2005,1431323926
India,2021,805687157
Australia,1999,1275161689
India,1994,265972026
Germany,1999,102860692
Canada,1996,1365025401
Germany,2001,1325909028
Germany,2017,209868583
France,2006,907920508
UK,1997,543407564
Canada,1991,1217371054
Canada,2008,1154739183
Brazil,2021,1196464625
UK,1991,590151780
India,1994,1146700296
Japan,2008,445309523
Japan,2000,1175713600
USA,2003,393910331
Germany,2008,1041313061
Brazil,1995,69759870
India,2023,517616566
India,1995,232552286
UK,2009,560407865
Australia,2020,898777026
Brazil,2003,95361991
USA,1997,672612851
France,1998,412454717
Australia,2016,535571574
Canada,1995,278590753
Japan,2015,462006184
UK,2018,414621312
Canada,1998,1394433515
Germany,2023,436074871
India,2013,510202294
Canada,2021,986228249
Germany,2007,1540406683
China,1990,840198320
China,2016,1167203669
Australia,1997,867174740
India,1995,169448009
UK,2023,1158548091
USA,2013,1170860356
Brazil,1997,970301844
Japan,1995,652551080
India,1991,210978050
Canada,1998,1106625702
Germany,1992,513679764
India,1998,1071780456
France,2004,408368711
Germany,2004,534769629
Germany,1997,837199615
Canada,1999,1190673307
Canada,2017,1461365233
USA,2001,928112286
India,1993,288164044
Japan,2007,1026773434
UK,2013,580591524
Australia,2020,115491498
Canada,1993,111753866
Canada,1993,881474793
Germany,2013,1455930520
USA,1997,375096937
USA,1997,1262449629
Brazil,1999,1233910730
China,1998,813051829
UK,1998,911548962
UK,2023,1475882082
UK,2011,399398946
Canada,2022,1020608798
China,2016,1087233983
UK,2010,163652564
China,2020,988925499
Japan,2023,1297262938
Canada,1997,756004788
Brazil,2005,982922888
India,2022,1435038282
Japan,2022,1508053531
China,2002,1030196146
USA,1993,1392070246
France,1994,337776703
Japan,2009,739516929
UK,2020,270724454
Japan,2003,471383217
UK,2018,1331071323
Brazil,2005,1450878649
Canada,2018,381558921
UK,1994,751150984
India,2001,637696941
Australia,2003,1083542337
UK,1998,99686182
Japan,2004,1258040244
Japan,2015,1115918426
UK,1998,1235696308
Canada,2002,230049434
UK,2000,1255869182
Canada,1997,1050690142
Australia,1995,467027593
Canada,2012,341160334
France,2021,824241379
China,2007,846625687
USA,1995,678705327
Japan,2001,1081394248
USA,2010,30433170
India,2001,751163665
Canada,2004,349329717
Japan,2009,1441070809
UK,2015,1173472536
India,2005,304061991
Japan,2023,720673344
Japan,1994,1059714361
Canada,1993,13033357
Germany,2009,1476892662
France,2012,216410420
Australia,2007,1101571632
Brazil,2006,767716082
France,1997,516440510
Australia,2016,1080473533
France,2022,505163644
USA,2006,1191953742
Brazil,2017,358212936
UK,2000,225799872
Australia,2008,937153548
UK,1999,105957639
China,2019,1109395307
Japan,2001,167552224
UK,2010,1218729204
China,2017,385347094
Germany,2014,1061095047
Germany,1991,742853063
Canada,1991,1002660417
Japan,2023,394183424
UK,2007,12273716
Brazil,1998,1310770350
Brazil,2019,663448725
Germany,2022,184081776
USA,2010,743416506
USA,2001,315917249
Brazil,2008,249796866
France,2011,1363775589
Canada,2014,736451493
France,2000,599247447
Germany,1994,482535961
Japan,2008,374136923
China,1998,783694405
Germany,2012,1286155000
Canada,2009,875031551
Canada,2017,1166059361
France,2009,1164364335
USA,1996,833410990
China,2012,385474866
USA,2019,1390827704
China,2013,1046952148
Japan,2000,95945032
UK,1999,1371633786
India,2010,992161056
UK,2018,316832009
Canada,2010,1334529835
France,1995,1086729265
India,2014,1344934800
Japan,2020,1470004601
UK,1993,672028144
France,2023,1208520013
Australia,2024,1359646257
Canada,2013,182486314
Japan,2012,578023395
Japan,2009,473750404
China,2018,1119780040
USA,1995,193671590
India,2021,689427754
India,2012,1115575406
Australia,2008,1347972398
China,2005,130778721
China,1997,1287511511
India,2018,191440430
Germany,2017,1316822898
India,2005,946577640
Brazil,2016,1249888779
China,2017,273275322
France,2009,963704746
France,1997,488309733
USA,2007,1273504113
Canada,1994,113985647
USA,2008,982919845
Australia,2012,1400713839
China,2005,1166069011
China,1993,697858452
UK,1990,1453156231
Brazil,1999,1009329963
Canada,2012,964105861
Germany,2023,59411079
Australia,2020,395792052
Australia,1993,1050609452
China,2006,1272821826
UK,2016,337803545
UK,1994,1067954499
India,1996,423021304
USA,2009,1240185211
Japan,1997,394940750
Germany,2016,1336553279
France,2005,22612125
USA,1993,1479388523
France,2010,720220460
France,2011,761415854
UK,1996,1035627668
Brazil,2013,616566119
Japan,2023,501990154
USA,1996,618033742
China,2005,1055021644
France,2023,780233716
France,1996,1100167864
UK,2005,972524954
China,1998,256310914
France,2022,377669060
Canada,1990,11452190
Canada,2011,776929143
France,1999,323988189
Brazil,2005,1227753565
Germany,1996,425171656
UK,1999,704382184
Japan,2012,1277589725
UK,1991,269414377
Japan,2008,1017144341
USA,2015,1143727720
USA,2006,494764997
Brazil,2023,1342626141
Japan,2008,722586028
Brazil,1995,1324573182
USA,2006,1012418824
France,2012,1387958109
Australia,1990,239054859
India,1997,232045108
Australia,2024,1363263905
Canada,2004,1233529018
USA,2018,1347559940
China,2021,284474797
Japan,2020,1409340389
Australia,2012,544901515
Japan,1991,1390085165
Australia,2020,1122403643
USA,2019,1345308790
Germany,2006,648008439
USA,2002,253539870
India,2020,553492430
Australia,2002,158250674
UK,1998,1321530162
Germany,2014,1402400194
India,2001,1360384554
Germany,2014,430049305
France,1995,61069364
Canada,2003,1337904714
UK,1996,562700112
Japan,2014,161640472
China,2005,432047910
Canada,2009,1308139330
Brazil,2015,1198996448
Japan,2009,928982399
France,1991,261822913
India,1999,917504937
Australia,2019,1284300496
Japan,2022,389425947
Brazil,1999,1430361641
India,2014,681088468
USA,1997,467462298
Japan,1992,690667167
Australia,2023,382576298
Australia,2014,735596902
Australia,1993,1051336645
Canada,2024,1423382546
Japan,1994,1346488363
Germany,2022,432852264
USA,2005,986044210
Canada,1996,837718968
China,2018,87823365
Canada,2012,40690779
UK,1991,1222164676
Japan,1995,568275649
Germany,2020,313537636
Germany,1996,1346702121
Australia,2002,143701820
Germany,2002,934313353
India,2006,778348060
UK,2000,677746254
USA,2011,18325908
Germany,2019,1019907596
Brazil,2013,1470856778
Brazil,2001,1237769624
India,2016,830927958
Brazil,2010,1180394985
UK,2008,135699851
Australia,2017,883058689
Australia,2012,159522033
Japan,1995,26687023
Japan,1993,888371289
India,2023,1467877440
Brazil,2014,48669661
Canada,1998,52207554
India,1990,1451093650
Australia,1999,495261058
Brazil,2000,21160477
UK,1997,132133450
China,1991,1008702349
China,2024,169818391
Brazil,2018,1134490566
Germany,2018,230806318
Australia,2018,1208276767
France,1997,313179238
Canada,1993,889881394
Australia,2022,643685181
Germany,2020,762077960
USA,1993,764834494
Canada,1994,497390163
Brazil,2022,1382644349
Germany,2021,212488706
Germany,2002,295221929
UK,2021,215465163
China,2020,646432405
Japan,2000,973290243
Australia,2005,1404142861
Brazil,2012,55169383
France,2023,553609343
Brazil,2000,217538451
China,2006,1154866282
India,2020,1112283472
France,2011,1363342234
UK,1998,169672632
India,2000,205242114
China,2001,1277830265
UK,2017,588840293
Canada,2014,933826916
UK,2000,93398920
China,1999,1057826920
Brazil,2007,400958222
China,2003,1411915772
India,2005,618846417
Australia,2002,767813303
France,2012,43893114
India,1993,630636223
Japan,2010,557835960
India,1996,698775333
USA,2000,486698147
Australia,1996,447519752
Australia,2019,621617413
Australia,2006,205558632
China,2017,738727420
France,1999,1419282802
Brazil,1991,569101415
Germany,2013,847456095
Japan,1994,980867370
UK,2016,1447999831
Japan,1997,1340076883
USA,2010,179578395
Japan,1990,684146581
China,1996,1302468017
Japan,2007,1053959349
USA,1990,709361033
USA,2021,349615534
Germany,2014,892127607
UK,2014,526582110
Germany,2006,696228297
Germany,2003,1434468742
Japan,1996,824460434
Australia,2000,1508441823
India,2016,5999205
China,1991,759182575
Brazil,1991,1070677935
India,1995,722103167
UK,2022,842776331
China,2012,97792837
Japan,2000,1068776293
Australia,2002,321207431
Australia,2006,1067723173
Germany,2004,1059353516
Australia,2021,1284714276
India,1994,329922658
China,1999,509723278
Australia,1991,652475288
USA,1990,1333081579
Brazil,2017,379182389
India,2009,1487265329
Germany,2015,672721731
France,2012,708216408
France,2012,397339471
France,2006,626399142
Brazil,2005,343229273
Japan,2015,1011990107
India,2011,1270969339
China,2000,1435633042
Japan,2018,1187957729
France,1998,532557915
France,2015,1078748884
Australia,2006,70931197
China,2023,771325979
China,1994,576894847
China,1998,440148551
China,1991,1041661901
Australia,2016,799242099
UK,2014,63049931
France,1997,549464589
Germany,2000,965826774
India,2011,783315298
Canada,2012,610013148
France,2008,316404369
China,2000,1446882657
Brazil,2023,1303959402
UK,1997,84989432
Australia,2005,110346747
Japan,2022,1324454519
Brazil,2018,399235417
Australia,1990,1123937739
Australia,2001,546343871
Japan,2021,1353009890
China,2004,1480306175
Germany,2015,667055869
India,2004,44492695
India,1994,490900113
Brazil,2002,1338343479
Brazil,2005,128169296
Brazil,2015,128631977
Australia,2024,985219125
USA,1999,459275656
Japan,2013,823503389
France,2002,1273218356
France,2022,1316314360
France,2020,52288279
UK,2013,312081306
Japan,2017,1171009521
China,2013,154414960
China,1990,367801048
UK,2015,1137738242
Japan,2018,1210592026
Brazil,2007,765955386
Germany,2002,1251307479
Australia,2000,241471974
France,2024,715995554
Germany,2009,27337307
Australia,2013,865874715
UK,2005,745298909
Brazil,1993,1215821057
China,1998,579494256
France,1995,312823908
UK,2000,547504328
Canada,1995,1123209304
France,2016,29520080
UK,1995,512152461
Canada,2020,669489363
Japan,2008,1240840851
Brazil,2006,1181732889
Japan,2013,42071801
China,2011,999397546
Japan,2022,359630022
UK,1994,308053913
France,1998,565582430
UK,1990,924927974
Brazil,2014,551532434
Brazil,2007,1106063939
France,2005,1070705367
Japan,2002,1405060583
Brazil,1991,1353250245
Germany,2024,418324250
USA,1993,674168967
Canada,2021,914587268
Japan,1992,1398682061
Japan,2003,596112229
USA,2024,1180922087
France,2008,401382215
India,2024,633803858
Brazil,1993,468405928
Canada,2013,495197632
China,2015,26717860
Brazil,2006,1365513893
India,2012,184455355
Japan,2008,989491623
China,2016,1175445477
France,1991,586159482
Germany,2016,83463629
Australia,1991,1261562104
Brazil,1996,1098849254
Brazil,2013,1129011941
UK,2002,1305815723
Japan,2011,756821336
Canada,2007,314276115
Canada,1997,651883656
France,2019,455262936
India,1999,921619771
France,1993,55094904
France,1994,1064015870
India,2012,180428656
India,2024,1132798538
USA,1992,203101914
China,2011,1489175812
Australia,2017,44669152
France,2016,1132322907
France,2023,198388136
Germany,2004,627408631
Canada,1990,723586354
Brazil,2019,1406098518
Germany,2011,100890447
Australia,2007,144683713
France,2015,1391445299
USA,1997,735611601
China,2013,156370068
France,2002,1350709489
Germany,2018,1437002765
Brazil,2015,558145006
USA,1999,229827128
India,2017,199140453
Australia,2017,1232249729
Canada,2005,841481284
France,2013,6745270
